system:index,NDSI_Snow_Cover,google:max_source_file_timestamp,system:asset_size,system:band_names,system:bands,system:id,system:time_end,system:time_start,system:version,.geo
2013_12_20,,1.476851508E12,1393322869,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_20,1387584000000,1387497600000,1639772394539368,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_21,66.51338541209518,1.476851538E12,1414756223,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_21,1387670400000,1387584000000,1639768785143978,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_22,49.56445686900959,1.487973705E12,1405162715,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_22,1387756800000,1387670400000,1639772367395879,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_23,42.46174496644295,1.476845685E12,1422569991,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_23,1387843200000,1387756800000,1639762383935335,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_24,38.903954309155075,1.487977435E12,1413962982,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_24,1387929600000,1387843200000,1639766037565976,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_25,64.49461312438785,1.476839898E12,1393629528,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_25,1388016000000,1387929600000,1639762735797541,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_26,41.896954111409286,1.476839878E12,1406000726,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_26,1388102400000,1388016000000,1639764109539857,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_27,15.349963715529753,1.476839893E12,1391615325,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_27,1388188800000,1388102400000,1639770599564548,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_28,23.185168840259912,1.47683983E12,1397610163,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_28,1388275200000,1388188800000,1639765627062338,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_29,51.005032997800186,1.476834279E12,1386294712,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_29,1388361600000,1388275200000,1639768838443260,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_30,,1.476834309E12,1399778872,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_30,1388448000000,1388361600000,1639770231317745,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2013_12_31,,1.476834285E12,1397316196,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2013_12_31,1388534400000,1388448000000,1639767988205681,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_01,38.6094271845477,1.476828407E12,1392777274,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_01,1388620800000,1388534400000,1639767614170434,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_02,43.61616161616161,1.476828433E12,1418738283,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_02,1388707200000,1388620800000,1639767958720120,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_03,63.9155847837179,1.476828401E12,1411181822,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_03,1388793600000,1388707200000,1639765536499073,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_04,56.659466443970786,1.476821932E12,1416708323,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_04,1388880000000,1388793600000,1639764073882438,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_05,34.61779170574377,1.476821969E12,1413584573,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_05,1388966400000,1388880000000,1639770025850752,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_06,28.1616834240214,1.476821963E12,1409295783,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_06,1389052800000,1388966400000,1639768032091335,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_07,54.009398496240614,1.47682192E12,1394749480,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_07,1389139200000,1389052800000,1639768620564608,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_08,,1.476815933E12,1408863971,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_08,1389225600000,1389139200000,1639766409859866,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_09,,1.487977329E12,1412862708,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_09,1389312000000,1389225600000,1639771926209492,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_10,32.684969260122955,1.476814117E12,1391701794,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_10,1389398400000,1389312000000,1639767685948039,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_11,,1.476814099E12,1398470339,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_11,1389484800000,1389398400000,1639770302240763,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_12,,1.476798675E12,1405907827,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_12,1389571200000,1389484800000,1639770211036761,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_13,,1.476798646E12,1437021916,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_13,1389657600000,1389571200000,1639771679707139,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_14,59.999699969997,1.476798681E12,1435151253,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_14,1389744000000,1389657600000,1639772110342513,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_15,22.864927224467845,1.476798559E12,1449627125,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_15,1389830400000,1389744000000,1639771609374028,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_16,28.8821317223208,1.476792932E12,1446462497,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_16,1389916800000,1389830400000,1639772838134179,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_17,27.655240636300245,1.487977894E12,1467588759,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_17,1390003200000,1389916800000,1639771582679273,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_18,50.89164366535925,1.487976936E12,1476767007,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_18,1390089600000,1390003200000,1639766459617844,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_19,38.16316702636368,1.476787232E12,1465674270,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_19,1390176000000,1390089600000,1639765358178173,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_20,26.492215089188015,1.476787244E12,1482826706,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_20,1390262400000,1390176000000,1639773108540957,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_21,38.37766758103917,1.476787218E12,1475572635,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_21,1390348800000,1390262400000,1639765374262971,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_22,72.41838028169015,1.476781587E12,1501318709,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_22,1390435200000,1390348800000,1639764947701105,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_23,35.450523778497235,1.476781598E12,1507319159,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_23,1390521600000,1390435200000,1639773025123203,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_24,20.123139208528833,1.487975604E12,1513843302,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_24,1390608000000,1390521600000,1639767663644094,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_25,25.947485259847692,1.47677602E12,1518470670,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_25,1390694400000,1390608000000,1639768073937483,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_26,32.16051292571457,1.476776014E12,1500010562,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_26,1390780800000,1390694400000,1639772318248428,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_27,,1.476776025E12,1535319409,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_27,1390867200000,1390780800000,1639772373669794,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_28,52.72963511856092,1.476774286E12,1519874771,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_28,1390953600000,1390867200000,1639765390080372,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_29,,1.487974686E12,1527502517,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_29,1391040000000,1390953600000,1639768402155345,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_30,,1.476770446E12,1525209905,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_30,1391126400000,1391040000000,1639770851942208,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_01_31,59.537029623698956,1.47677033E12,1358324345,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_01_31,1391212800000,1391126400000,1639769641229658,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_01,62.165512212905575,1.476764921E12,1525566206,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_01,1391299200000,1391212800000,1639765743980027,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_02,49.06581833580348,1.476764884E12,1498798708,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_02,1391385600000,1391299200000,1639768574640289,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_03,,1.4767649E12,1539115146,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_03,1391472000000,1391385600000,1639768006291275,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_04,72.5849598163031,1.476759415E12,1529501094,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_04,1391558400000,1391472000000,1639771672791827,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_05,55.394292155740025,1.476759405E12,1550652248,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_05,1391644800000,1391558400000,1639764923653388,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_06,48.30910087531475,1.487976754E12,1548946932,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_06,1391731200000,1391644800000,1639762458408532,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_07,56.63901298764716,1.487975658E12,1567385424,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_07,1391817600000,1391731200000,1639766440362665,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_08,,1.476753862E12,1581181326,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_08,1391904000000,1391817600000,1639769134367949,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_09,30.727272727272727,1.476753856E12,1586036254,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_09,1391990400000,1391904000000,1639772291747397,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_10,52.623059866962315,1.476752981E12,1588669847,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_10,1392076800000,1391990400000,1639768679766637,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_11,,1.476748551E12,1570026617,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_11,1392163200000,1392076800000,1639762528657369,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_12,25.134248089142655,1.47674854E12,1399669805,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_12,1392249600000,1392163200000,1639766648363015,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_13,48.53999788426952,1.476748529E12,1585526783,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_13,1392336000000,1392249600000,1639768113182393,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_14,,1.476743059E12,1573037659,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_14,1392422400000,1392336000000,1639772356470649,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_15,,1.487975403E12,1545321614,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_15,1392508800000,1392422400000,1639770416529223,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_16,44.45154061624651,1.487978719E12,1549513942,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_16,1392595200000,1392508800000,1639772258429434,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_17,,1.487978695E12,1564871191,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_17,1392681600000,1392595200000,1639772407515428,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_18,,1.476736947E12,1566672791,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_18,1392768000000,1392681600000,1639767797734667,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_19,,1.476736935E12,1582831109,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_19,1392854400000,1392768000000,1639762710267858,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_20,,1.476730882E12,1566798753,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_20,1392940800000,1392854400000,1639771835555632,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_21,,1.476730888E12,1603241314,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_21,1393027200000,1392940800000,1639765151471146,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_22,,1.487976625E12,1438247113,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_22,1393113600000,1393027200000,1639762675360670,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_23,,1.48797856E12,1599993971,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_23,1393200000000,1393113600000,1639769690876580,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_24,,1.487977834E12,1592030577,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_24,1393286400000,1393200000000,1639762143116068,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_25,10.883288125376733,1.476719739E12,1608877838,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_25,1393372800000,1393286400000,1639763837050017,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_26,29.78674407442957,1.476719721E12,1386860878,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_26,1393459200000,1393372800000,1639766088697484,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_27,,1.476713818E12,1577546382,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_27,1393545600000,1393459200000,1639771978633573,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_02_28,36.37428742361437,1.476713823E12,1620597250,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_02_28,1393632000000,1393545600000,1639771932982646,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_01,60.0,1.487974212E12,1614411900,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_01,1393718400000,1393632000000,1639768223274544,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_02,,1.487973699E12,1628739818,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_02,1393804800000,1393718400000,1639771952087559,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_03,53.78055089684186,1.487978496E12,1602971245,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_03,1393891200000,1393804800000,1639768733143088,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_04,,1.487978614E12,1601091007,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_04,1393977600000,1393891200000,1639772196480825,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_05,,1.487978689E12,1617615716,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_05,1394064000000,1393977600000,1639770513627784,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_06,,1.487975789E12,1614957229,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_06,1394150400000,1394064000000,1639767851581726,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_07,63.28938651119651,1.476702266E12,1614741160,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_07,1394236800000,1394150400000,1639772427853292,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_08,,1.47669722E12,1596030295,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_08,1394323200000,1394236800000,1639764699823339,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_09,,1.476696735E12,1598862606,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_09,1394409600000,1394323200000,1639768621120275,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_10,55.044288224956055,1.487978118E12,1601040191,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_10,1394496000000,1394409600000,1639771428174908,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_11,41.930222642357606,1.487976989E12,1600113130,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_11,1394582400000,1394496000000,1639770171763134,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_12,26.87698148214867,1.476691219E12,1613390233,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_12,1394668800000,1394582400000,1639771596055142,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_13,36.58519715196193,1.476691186E12,1612492204,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_13,1394755200000,1394668800000,1639769054877314,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_03_14,4.812290871388848,1.476691054E12,1350070658,[NDSI_Snow_Cover],<Element>,MODIS/006/MOD10A1/2014_03_14,1394841600000,1394755200000,1639770068959202,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
