system:index,LST_Day_1km,google:max_source_file_timestamp,system:asset_size,system:band_names,system:bands,system:id,system:time_end,system:time_start,system:version,.geo
2017_04_08,13694.80512607658,1.50881144902E12,751061126,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_08,1491696000000,1491609600000,1638762836702514,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_09,13712.80273535303,1.508841171892E12,786948473,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_09,1491782400000,1491696000000,1638762837207443,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_10,13711.333333333334,1.493828251E12,778103074,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_10,1491868800000,1491782400000,1638762837779645,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_11,,1.508846664723E12,805012784,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_11,1491955200000,1491868800000,1638762838316552,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_12,,1.508809629341E12,733666880,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_12,1492041600000,1491955200000,1638762838896549,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_13,,1.508807595775E12,796156092,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_13,1492128000000,1492041600000,1638762839493081,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_14,13833.768274613109,1.508831777711E12,781528962,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_14,1492214400000,1492128000000,1638762840076526,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_15,13721.874009683102,1.508826212738E12,733352553,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_15,1492300800000,1492214400000,1638762840635586,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_16,,1.508813605897E12,744803857,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_16,1492387200000,1492300800000,1638762841212673,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_17,14030.475816059088,1.50883037422E12,731473173,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_17,1492473600000,1492387200000,1638762842630231,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_18,13520.650000000001,1.508827885729E12,750851694,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_18,1492560000000,1492473600000,1638762843174903,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_19,,1.508840574069E12,746147545,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_19,1492646400000,1492560000000,1638762843963370,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_20,,1.50883960153E12,748426861,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_20,1492732800000,1492646400000,1638762844584259,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_21,14105.16393838066,1.508831078004E12,763860996,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_21,1492819200000,1492732800000,1638762845125467,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_22,13957.040869359793,1.508843579643E12,775905577,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_22,1492905600000,1492819200000,1638762845654965,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_23,,1.508841673532E12,745555684,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_23,1492992000000,1492905600000,1638762846268715,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_24,,1.509500361E12,264915779,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_24,1493078400000,1492992000000,1638762846811509,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_25,,1.509500496E12,772695068,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_25,1493164800000,1493078400000,1638762847389601,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_26,,1.508813706498E12,783407831,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_26,1493251200000,1493164800000,1638762847965704,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_27,13392.12490421456,1.508818745611E12,792425418,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_27,1493337600000,1493251200000,1638762848483222,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_28,13533.512232415898,1.508808767459E12,802107947,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_28,1493424000000,1493337600000,1638762849042885,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_29,,1.508817796199E12,791031861,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_29,1493510400000,1493424000000,1638762849653512,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_04_30,13485.31763590392,1.508820660819E12,785117238,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_04_30,1493596800000,1493510400000,1638762850244324,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_01,,1.508847387689E12,763637374,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_01,1493683200000,1493596800000,1638762850765899,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_02,13629.775915704966,1.508829982639E12,777078118,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_02,1493769600000,1493683200000,1638762851356041,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_03,14290.752501819507,1.508811009177E12,778452325,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_03,1493856000000,1493769600000,1638762851819393,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_04,14566.857619627479,1.508827136432E12,792008772,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_04,1493942400000,1493856000000,1638762852358453,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_05,,1.50882363595E12,767208483,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_05,1494028800000,1493942400000,1638762852940980,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_06,13773.641639911093,1.508830367125E12,762641345,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_06,1494115200000,1494028800000,1638762853457481,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_07,14031.60283822987,1.508832589979E12,783180720,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_07,1494201600000,1494115200000,1638762854000922,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_08,14191.518244625551,1.508819655462E12,789018620,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_08,1494288000000,1494201600000,1638762855273730,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_09,13861.555094339623,1.508826965816E12,778859155,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_09,1494374400000,1494288000000,1638762855835168,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_10,14456.806242874005,1.508829535967E12,758898744,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_10,1494460800000,1494374400000,1638762856393537,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_11,,1.509578032264E12,743918966,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_11,1494547200000,1494460800000,1638762857635437,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_12,13950.774580235571,1.509570791006E12,770588622,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_12,1494633600000,1494547200000,1638762858213264,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_13,13137.807884005439,1.509570566905E12,774288374,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_13,1494720000000,1494633600000,1638762858792931,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_14,,1.509578117518E12,780915685,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_14,1494806400000,1494720000000,1638762859362064,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_15,,1.509578034174E12,781949177,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_15,1494892800000,1494806400000,1638762859910256,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_16,12558.417381974248,1.508846846505E12,787441468,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_16,1494979200000,1494892800000,1638762860500763,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_17,13527.274939172748,1.50883676287E12,771156228,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_17,1495065600000,1494979200000,1638762861110249,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_18,14077.264868205626,1.508836524999E12,777005373,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_18,1495152000000,1495065600000,1638762861666606,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_19,14436.857926465,1.50881938735E12,780523858,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_19,1495238400000,1495152000000,1638762862292109,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_20,13964.927538322818,1.508823697563E12,781323670,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_20,1495324800000,1495238400000,1638762862887353,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_21,14482.9217659314,1.508832609339E12,772276402,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_21,1495411200000,1495324800000,1638762863364560,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_22,14692.235505836577,1.508819285441E12,757202553,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_22,1495497600000,1495411200000,1638762863862492,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_23,14730.965098674138,1.508818297363E12,775502780,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_23,1495584000000,1495497600000,1638762864442154,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_24,13917.146018558062,1.508836457229E12,800688244,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_24,1495670400000,1495584000000,1638762864980580,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_25,14217.147918868015,1.508828787816E12,812836012,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_25,1495756800000,1495670400000,1638762865592451,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_26,14497.709390862952,1.50881532432E12,820669667,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_26,1495843200000,1495756800000,1638762866134278,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_27,14661.6256814813,1.508821790766E12,808062108,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_27,1495929600000,1495843200000,1638762866672507,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_28,14797.18757808162,1.508824002484E12,794825183,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_28,1496016000000,1495929600000,1638762867243915,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_29,14749.122780112515,1.508839466623E12,789988325,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_29,1496102400000,1496016000000,1638762867839864,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_30,,1.508823881153E12,772276745,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_30,1496188800000,1496102400000,1638762868299722,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_05_31,14504.725960837666,1.508835807241E12,758549197,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_05_31,1496275200000,1496188800000,1638762868882826,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_01,,1.508830163424E12,809766051,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_01,1496361600000,1496275200000,1638762869478458,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_02,14375.152249519604,1.508839298238E12,789962223,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_02,1496448000000,1496361600000,1638762870001449,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_03,,1.508822023935E12,785078735,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_03,1496534400000,1496448000000,1638762870597077,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_04,13804.132637343831,1.508830526469E12,804921336,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_04,1496620800000,1496534400000,1638762871182630,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_05,14381.34352634456,1.508840348095E12,813130873,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_05,1496707200000,1496620800000,1638762872387992,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_06,14637.461727249727,1.508810373317E12,800140611,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_06,1496793600000,1496707200000,1638762872961021,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_07,,1.508828686999E12,791728898,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_07,1496880000000,1496793600000,1638762873533841,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_08,,1.508839775812E12,808942542,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_08,1496966400000,1496880000000,1638762874031460,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_09,13763.414768263943,1.508836718953E12,801707132,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_09,1497052800000,1496966400000,1638762874487762,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_10,,1.508845053604E12,805566882,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_10,1497139200000,1497052800000,1638762875046426,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_11,14274.380863648797,1.508847645814E12,800754692,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_11,1497225600000,1497139200000,1638762875612038,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_12,13579.00858951175,1.50881424775E12,800844497,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_12,1497312000000,1497225600000,1638762876228828,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_13,13648.462222222222,1.508813028797E12,801116332,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_13,1497398400000,1497312000000,1638762876803374,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_14,13841.0,1.508834356678E12,780890225,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_14,1497484800000,1497398400000,1638762878106578,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_15,,1.508833459449E12,793370919,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_15,1497571200000,1497484800000,1638762878693537,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_16,,1.508807944941E12,783324541,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_16,1497657600000,1497571200000,1638762879308286,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_17,14057.837581937363,1.50883549987E12,783907901,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_17,1497744000000,1497657600000,1638762879915507,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_18,13687.109937590014,1.508816753936E12,798942039,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_18,1497830400000,1497744000000,1638762880457104,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_19,14743.880041649316,1.508846171553E12,813792960,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_19,1497916800000,1497830400000,1638762881074588,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_20,14415.23623588874,1.508809344023E12,781455070,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_20,1498003200000,1497916800000,1638762881525308,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_21,14361.903388707986,1.525105958308E12,790421476,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_21,1498089600000,1498003200000,1638762882128243,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_22,14565.741136338685,1.509571314427E12,792003464,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_22,1498176000000,1498089600000,1638762883139795,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_23,14714.931317251683,1.509571081526E12,811335819,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_23,1498262400000,1498176000000,1638762883696366,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_24,15021.324960131107,1.509576470858E12,792754588,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_24,1498348800000,1498262400000,1638762884259691,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_25,15068.362926641505,1.509570558507E12,792645319,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_25,1498435200000,1498348800000,1638762884827004,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_26,,1.509570543751E12,786598067,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_26,1498521600000,1498435200000,1638762885383018,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_27,14390.433906316513,1.508823848826E12,777524614,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_27,1498608000000,1498521600000,1638762885992683,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_28,13833.638683680321,1.508844827495E12,786846505,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_28,1498694400000,1498608000000,1638762886586153,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_29,14636.354300202496,1.508830879519E12,709388143,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_29,1498780800000,1498694400000,1638762887072873,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_06_30,14832.584594696711,1.508832932535E12,783502606,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_06_30,1498867200000,1498780800000,1638762887639262,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_07_01,14599.186648902112,1.508825963221E12,794085591,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_07_01,1498953600000,1498867200000,1638762888216679,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_07_02,14590.962641960556,1.508828655802E12,772019236,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_07_02,1499040000000,1498953600000,1638762888780488,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2017_07_03,14444.838292280663,1.508845496949E12,784087885,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2017_07_03,1499126400000,1499040000000,1638762889409686,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
