system:index,LST_Day_1km,google:max_source_file_timestamp,system:asset_size,system:band_names,system:bands,system:id,system:time_end,system:time_start,system:version,.geo
2014_12_20,,1.508837523992E12,749439775,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_20,1419120000000,1419033600000,1638762352077017,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_21,,1.508830327964E12,733776932,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_21,1419206400000,1419120000000,1638762352692028,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_22,13686.877671430444,1.50881951487E12,727738941,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_22,1419292800000,1419206400000,1638762353323283,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_23,,1.508819151354E12,735854335,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_23,1419379200000,1419292800000,1638762353784026,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_24,,1.508840418542E12,748708274,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_24,1419465600000,1419379200000,1638762354359575,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_25,13513.27697024546,1.508842751392E12,764298558,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_25,1419552000000,1419465600000,1638762354930677,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_26,13210.062184495679,1.508816342482E12,772137657,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_26,1419638400000,1419552000000,1638762355536378,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_27,,1.508813655808E12,759965357,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_27,1419724800000,1419638400000,1638762356096293,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_28,13180.798182850653,1.508827797607E12,763330586,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_28,1419811200000,1419724800000,1638762356673053,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_29,13313.691012433394,1.508827753055E12,783865305,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_29,1419897600000,1419811200000,1638762357328117,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_30,13323.430541804653,1.508825172311E12,780046607,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_30,1419984000000,1419897600000,1638762357909131,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2014_12_31,13531.613785031213,1.508818329603E12,765635861,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2014_12_31,1420070400000,1419984000000,1638762358470667,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_01,13673.911924107857,1.508812005467E12,759501901,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_01,1420156800000,1420070400000,1638762359490634,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_02,,1.50880785454E12,761937362,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_02,1420243200000,1420156800000,1638762359978798,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_03,,1.508832200183E12,751902485,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_03,1420329600000,1420243200000,1638762360602217,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_04,,1.508826482125E12,748852601,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_04,1420416000000,1420329600000,1638762361168536,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_05,12687.053530578009,1.508834849369E12,744070770,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_05,1420502400000,1420416000000,1638762361791660,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_06,,1.508823022534E12,742798150,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_06,1420588800000,1420502400000,1638762362405188,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_07,14155.952204273943,1.508820203089E12,766467449,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_07,1420675200000,1420588800000,1638762362965418,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_08,14030.408802049538,1.508819562607E12,753377492,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_08,1420761600000,1420675200000,1638762363466330,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_09,13708.606550984596,1.508828345164E12,721547335,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_09,1420848000000,1420761600000,1638762364048434,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_10,13311.039050847457,1.508829502972E12,737690388,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_10,1420934400000,1420848000000,1638762364590507,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_11,,1.508827379354E12,740448186,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_11,1421020800000,1420934400000,1638762365130934,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_12,13765.709307333886,1.508818120066E12,740656189,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_12,1421107200000,1421020800000,1638762365747735,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_13,13838.266840373466,1.508819352633E12,749166955,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_13,1421193600000,1421107200000,1638762366261537,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_14,13938.493025875496,1.508819929118E12,768565540,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_14,1421280000000,1421193600000,1638762366834085,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_15,,1.508829406769E12,737833133,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_15,1421366400000,1421280000000,1638762367436899,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_16,13646.874163824034,1.508838089842E12,738972869,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_16,1421452800000,1421366400000,1638762367993888,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_17,,1.508828768429E12,758648736,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_17,1421539200000,1421452800000,1638762368611159,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_18,,1.50881910791E12,736569137,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_18,1421625600000,1421539200000,1638762369233467,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_19,13553.12638410719,1.508828119839E12,756378199,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_19,1421712000000,1421625600000,1638762369809355,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_20,13642.918262846897,1.508813646724E12,749086922,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_20,1421798400000,1421712000000,1638762370302202,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_21,13546.534898891061,1.508831697383E12,778823060,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_21,1421884800000,1421798400000,1638762370899034,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_22,13447.73942537909,1.50884684748E12,768186259,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_22,1421971200000,1421884800000,1638762371600364,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_23,,1.508831632714E12,765186266,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_23,1422057600000,1421971200000,1638762372166348,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_24,13659.119967132288,1.508832041388E12,751178083,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_24,1422144000000,1422057600000,1638762372908606,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_25,14172.860911301186,1.508835363893E12,719948058,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_25,1422230400000,1422144000000,1638762373499824,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_26,14283.792821722516,1.508835708119E12,730533603,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_26,1422316800000,1422230400000,1638762374066834,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_27,,1.508830131655E12,748144688,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_27,1422403200000,1422316800000,1638762374845232,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_28,13909.53799244112,1.508831410253E12,758130308,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_28,1422489600000,1422403200000,1638762375332708,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_29,14029.003202254387,1.508846171423E12,745470669,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_29,1422576000000,1422489600000,1638762375946337,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_30,14102.442425462661,1.508816169575E12,752438592,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_30,1422662400000,1422576000000,1638762376510647,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_01_31,14011.462463578402,1.508832304996E12,767034295,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_01_31,1422748800000,1422662400000,1638762377078689,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_01,,1.50881610959E12,773022186,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_01,1422835200000,1422748800000,1638762377655600,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_02,12640.389152542373,1.508824494752E12,764268197,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_02,1422921600000,1422835200000,1638762378241985,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_03,,1.508821268875E12,775649265,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_03,1423008000000,1422921600000,1638762378836661,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_04,,1.508824998395E12,786516462,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_04,1423094400000,1423008000000,1638762379420146,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_05,13542.0,1.508815408104E12,795037368,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_05,1423180800000,1423094400000,1638762380017540,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_06,,1.508832503778E12,795038565,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_06,1423267200000,1423180800000,1638762380598837,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_07,,1.508815530044E12,784080088,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_07,1423353600000,1423267200000,1638762381360537,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_08,,1.508825479925E12,793506866,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_08,1423440000000,1423353600000,1638762381953204,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_09,,1.508814790688E12,778499427,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_09,1423526400000,1423440000000,1638762382450461,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_10,13240.216248037676,1.508825804458E12,773144855,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_10,1423612800000,1423526400000,1638762382984225,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_11,,1.508832812081E12,783151530,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_11,1423699200000,1423612800000,1638762383616252,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_12,14171.92902847571,1.508813038191E12,791852837,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_12,1423785600000,1423699200000,1638762384179074,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_13,14084.88069476083,1.508815568894E12,782097180,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_13,1423872000000,1423785600000,1638762384960065,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_14,13818.165494514327,1.50881736845E12,767818364,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_14,1423958400000,1423872000000,1638762385541901,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_15,13994.028804747626,1.508812016375E12,762270987,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_15,1424044800000,1423958400000,1638762386037739,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_16,13979.81990564325,1.508815233959E12,778517503,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_16,1424131200000,1424044800000,1638762387044206,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_17,14120.990778773037,1.508836493808E12,781150885,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_17,1424217600000,1424131200000,1638762387575732,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_18,13950.875364781501,1.508808700116E12,778955452,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_18,1424304000000,1424217600000,1638762388162141,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_19,,1.508810792484E12,679563531,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_19,1424390400000,1424304000000,1638762388804231,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_20,,1.509160936987E12,722998069,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_20,1424476800000,1424390400000,1638762389344977,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_21,13694.413408733339,1.508831675986E12,693681006,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_21,1424563200000,1424476800000,1638762390337890,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_22,13807.680002315885,1.508833271548E12,715933898,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_22,1424649600000,1424563200000,1638762390927081,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_23,13975.51745228826,1.508814726031E12,707003223,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_23,1424736000000,1424649600000,1638762391485972,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_24,13790.61728608898,1.508833646258E12,756992338,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_24,1424822400000,1424736000000,1638762392112371,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_25,13094.086546700943,1.508834118325E12,627773560,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_25,1424908800000,1424822400000,1638762392582725,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_26,13145.79188712522,1.508829283542E12,764332453,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_26,1424995200000,1424908800000,1638762393173204,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_27,,1.509161071476E12,755739797,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_27,1425081600000,1424995200000,1638762393798010,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_02_28,13782.401025377256,1.508833043932E12,737823240,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_02_28,1425168000000,1425081600000,1638762394262357,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_01,13892.588466165538,1.50882839314E12,736467775,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_01,1425254400000,1425168000000,1638762394857927,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_02,13429.332792207793,1.508828868038E12,720669890,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_02,1425340800000,1425254400000,1638762395801316,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_03,13770.311942350372,1.508810488356E12,766872778,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_03,1425427200000,1425340800000,1638762396395140,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_04,13890.67406415565,1.508811498844E12,700989572,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_04,1425513600000,1425427200000,1638762397017116,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_05,13845.336540833954,1.508816279768E12,781389257,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_05,1425600000000,1425513600000,1638762397577933,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_06,13920.745327479452,1.508812404119E12,797525893,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_06,1425686400000,1425600000000,1638762398151581,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_07,14153.35846641674,1.508845905387E12,768225088,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_07,1425772800000,1425686400000,1638762398748380,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_08,14275.494673853076,1.508836161435E12,805582006,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_08,1425859200000,1425772800000,1638762399286436,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_09,14226.560568776747,1.508846185677E12,803533187,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_09,1425945600000,1425859200000,1638762399836638,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_10,14030.113479816839,1.508844994997E12,810989367,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_10,1426032000000,1425945600000,1638762400440103,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_11,13365.0,1.508845186695E12,801598856,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_11,1426118400000,1426032000000,1638762401023781,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_12,13960.972463729466,1.508845801412E12,791592122,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_12,1426204800000,1426118400000,1638762401569278,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_13,14068.268544440933,1.508845799622E12,781458400,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_13,1426291200000,1426204800000,1638762402873742,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_14,,1.508824284852E12,762336770,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_14,1426377600000,1426291200000,1638762405649291,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_15,,1.50882892917E12,764264099,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_15,1426464000000,1426377600000,1638762406225301,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
2015_03_16,13768.972377397668,1.508827474288E12,764899573,[LST_Day_1km],<Element>,MODIS/006/MOD11A1/2015_03_16,1426550400000,1426464000000,1638762408996819,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
