,mean,sd,quality
2013-01-02,-6.50358024691358,0.4312171977147227,100.0
2013-01-03,-3.813456790123457,0.7896346631414859,100.0
2013-01-04,-3.3798765432098765,0.9412670899207627,100.0
2013-01-05,-1.602469135802469,0.4160634893384588,100.0
2013-01-06,-2.218888888888889,0.5310579064471218,100.0
2013-01-07,-3.9535802469135795,1.0845486487958658,100.0
2013-01-08,-3.2055555555555553,1.132421078927799,100.0
2013-01-09,-3.60320987654321,1.2467265409468247,100.0
2013-01-10,-6.320987654320987,1.9116573993123556,100.0
2013-01-11,-9.551358024691357,2.303673562533557,100.0
2013-01-12,-12.365432098765432,1.8350967613335243,100.0
2013-01-13,-13.039012345679014,1.3133655288401926,100.0
2013-01-14,-12.627530864197531,1.0694093356430425,100.0
2013-01-15,-9.812222222222223,0.4833373563050968,100.0
2013-01-16,-6.303827160493827,0.6371902539690061,100.0
2013-01-17,0.6232098765432099,0.43735805457454946,100.0
2013-01-18,0.3248148148148148,0.5068434450377924,100.0
2013-01-19,0.9838271604938271,0.5432991070792279,100.0
2013-01-20,0.8596296296296297,0.5268572967238008,100.0
2013-01-21,2.5766249999999995,0.5924246333522364,98.76543209876543
2013-01-22,1.5948148148148145,0.5403057262122787,100.0
2013-01-23,0.505925925925926,0.5680047926245381,100.0
2013-01-24,-1.6318518518518517,0.3725054063738911,100.0
2013-01-25,-6.912222222222222,1.8181845340888807,100.0
2013-01-26,-3.077283950617284,0.8935561151176783,100.0
2013-01-27,-5.20283950617284,1.3968565017279881,100.0
2013-01-28,-5.438395061728395,1.5526537418160267,100.0
2013-01-29,-5.662345679012345,1.4233624552489594,100.0
2013-01-30,-4.278518518518518,1.0371802050645673,100.0
2013-01-31,-1.9624691358024693,1.1363203013061476,100.0
2013-02-01,-3.0670370370370366,1.7568988619471273,100.0
2013-02-02,-3.499753086419754,0.8308910507831968,100.0
2013-02-03,-0.941358024691358,0.34301513482068013,100.0
2013-02-04,-2.6166666666666667,0.8078211435707783,100.0
2013-02-05,-3.144814814814815,0.9098627796419512,100.0
2013-02-06,-2.3074074074074074,1.0391171466415345,100.0
2013-02-07,-3.990123456790123,1.3306760441850232,100.0
2013-02-08,-7.130123456790123,1.9375535436647682,100.0
2013-02-09,-8.950987654320988,1.0647272009043813,100.0
2013-02-10,-7.480864197530863,1.4698300901216985,100.0
2013-02-11,-6.01962962962963,0.9650549782841965,100.0
2013-02-12,-7.132345679012345,1.5384141766807617,100.0
2013-02-13,-4.213456790123457,0.8523249974244378,100.0
2013-02-14,-2.9374074074074077,1.5755132320753273,100.0
2013-02-15,-4.4827160493827165,1.7173737306900319,100.0
2013-02-16,-1.0003703703703704,0.07279155933974155,100.0
2013-02-17,-2.9239506172839507,0.5950077289673338,100.0
2013-02-18,-6.587160493827161,1.7103970551950074,100.0
2013-02-19,-7.378641975308643,1.3693801089237603,100.0
2013-02-20,-7.230493827160495,1.2566522005258336,100.0
2013-02-21,-7.8146913580246915,1.681365580725793,100.0
2013-02-22,-5.5848148148148145,1.4166616666578429,100.0
2013-02-23,-5.980123456790123,1.7426915201973932,100.0
2013-02-24,-7.114691358024691,1.9911799808277961,100.0
2013-02-25,-6.522716049382715,1.7498149990396692,100.0
2013-02-26,-6.6241975308641985,1.8687809289731707,100.0
2013-02-27,-7.393827160493827,1.6646385252519798,100.0
2013-02-28,-3.544691358024692,1.3135924847719642,100.0
2013-03-01,-3.112962962962963,1.455100893790912,100.0
2013-03-02,1.0467901234567902,0.6395756936448058,100.0
2013-03-03,-3.788024691358025,1.2814478332662302,100.0
2013-03-04,-8.753703703703705,1.7279094626487554,100.0
2013-03-05,-8.89679012345679,1.2578134074262504,100.0
2013-03-06,-5.751728395061728,0.9294646175668237,100.0
2013-03-07,-4.698518518518519,1.2537315413507701,100.0
2013-03-08,-5.032345679012345,1.1157164420283254,100.0
2013-03-09,-6.70469135802469,0.7704772651087005,100.0
2013-03-10,-5.4934567901234574,0.3829691909730702,100.0
2013-03-11,-3.9302469135802474,0.1816175604714614,100.0
2013-03-12,-3.0230864197530867,0.8207399740102048,100.0
2013-03-13,1.1531645569620255,1.02262551020024,97.53086419753086
2013-03-14,1.08825,1.2688784791841607,98.76543209876543
2013-03-15,-0.4098765432098766,1.1675556665820699,100.0
2013-03-16,0.00987654320987653,1.2448287972921823,100.0
2013-03-17,-4.136049382716049,1.3551602110196652,100.0
2013-03-18,-7.696666666666666,1.5012086796977961,100.0
2013-03-19,-6.288395061728396,1.7150316737527935,100.0
2013-03-20,-6.526049382716048,1.2039348809345396,100.0
2013-03-21,-5.721234567901234,1.6891391170623347,100.0
2013-03-22,-7.905061728395064,2.1717027440793952,100.0
2013-03-23,-9.678395061728395,2.2985943839606215,100.0
2013-03-24,-10.281851851851851,1.9081975206402975,100.0
2013-03-25,-7.261975308641976,1.0033499137303576,100.0
2013-03-26,-4.7979012345679015,0.4917919175052156,100.0
2013-03-27,-1.3266666666666667,0.6385413064164291,100.0
2013-03-28,-0.16666666666666666,0.8827032343885458,100.0
2013-03-29,-2.2995061728395063,1.205685387274151,100.0
2013-03-30,0.19555555555555557,0.6190072697472947,100.0
2013-03-31,1.3753086419753087,0.4723057442477095,100.0
2013-04-01,3.366049382716049,0.51570262509596,100.0
2013-04-02,2.374691358024691,0.20580990269999813,100.0
2013-04-03,-0.34851851851851856,1.4819295792235803,100.0
2013-04-04,-1.4098765432098765,0.9625675220824258,100.0
2013-04-05,1.8203703703703702,0.6574276470541158,100.0
2013-04-06,-0.047283950617283924,1.5921510703649318,100.0
2013-04-07,-1.9597530864197532,1.5844880682010847,100.0
2013-04-08,-3.042716049382716,1.4810114891060764,100.0
2013-04-09,-2.8425925925925926,1.041910238189665,100.0
2013-04-10,-4.307901234567901,2.0793146202831974,100.0
2013-04-11,-2.822222222222222,1.6377560868456573,100.0
